Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-07-02,2018,7,2,Monday,26,2018-26,269.51,272.04,269.24,271.86,63554800,250.77,0.002138296768907866,252.64071428571427,249.738
2018-07-03,2018,7,3,Tuesday,26,2018-26,272.87,272.98,270.42,270.9,42187100,249.89,-0.0035313371182010833,252.25285714285715,249.84
2018-07-05,2018,7,5,Thursday,26,2018-26,272.17,273.18,270.96,273.11,56925900,251.92,0.00815801538445382,251.96428571428572,250.04840000000002
2018-07-06,2018,7,6,Friday,26,2018-26,273.14,275.84,272.71,275.42,66493700,254.06,0.008458139523051633,251.85214285714284,250.28779999999998
2018-07-09,2018,7,9,Monday,27,2018-27,276.55,277.96,276.5,277.9,50550400,256.34,0.009004384863533055,251.94,250.52360000000002
2018-07-10,2018,7,10,Tuesday,27,2018-27,278.41,279.01,278.08,278.9,51966800,257.27,0.003598278969062507,252.16428571428574,250.7734
2018-07-11,2018,7,11,Wednesday,27,2018-27,277.15,278.04,276.52,276.86,77054700,255.38,-0.007314111358927566,252.22285714285712,251.023
2018-07-12,2018,7,12,Thursday,27,2018-27,278.28,279.43,277.6,279.37,60124700,257.7,0.009065694694533333,252.56071428571428,251.31040000000002
2018-07-13,2018,7,13,Friday,27,2018-27,279.17,279.93,278.66,279.59,48216000,257.9,0.0007873968192200209,252.88000000000002,251.6344
2018-07-16,2018,7,16,Monday,28,2018-28,279.64,279.8,278.84,279.34,48201000,257.67,-0.0008937477887048795,253.42928571428573,251.96439999999998
2018-07-17,2018,7,17,Tuesday,28,2018-28,278.47,280.91,278.41,280.47,52315500,258.71,0.004045182395622016,254.01357142857142,252.25280000000004
2018-07-18,2018,7,18,Wednesday,28,2018-28,280.56,281.18,280.06,281.06,44593500,259.26,0.002103442369784103,254.785,252.53580000000002
2018-07-19,2018,7,19,Thursday,28,2018-28,280.31,280.74,279.46,280.0,61412100,258.28,-0.003771468768142272,255.385,252.79919999999998
2018-07-20,2018,7,20,Friday,28,2018-28,279.77,280.48,279.5,279.68,82337700,257.98,-0.001142813391050601,255.93785714285715,253.0092
2018-07-23,2018,7,23,Monday,29,2018-29,279.45,280.43,279.06,280.2,47047600,258.46,0.001859433059226978,256.4871428571428,253.18240000000003
2018-07-24,2018,7,24,Tuesday,29,2018-29,281.79,282.56,280.63,281.61,68026900,259.77,0.005031778629133177,257.1928571428571,253.3666
2018-07-25,2018,7,25,Wednesday,29,2018-29,281.33,284.37,281.28,284.01,78882900,261.98,0.008522686888501996,257.9114285714286,253.59260000000003
2018-07-26,2018,7,26,Thursday,29,2018-29,283.2,284.11,283.09,283.34,57919500,261.36,-0.0023592433460554174,258.43285714285713,253.84080000000003
2018-07-27,2018,7,27,Friday,29,2018-29,283.71,283.82,280.38,281.42,76768700,259.59,-0.006776168781983838,258.665,254.03259999999997
2018-07-30,2018,7,30,Monday,30,2018-30,281.51,281.69,279.36,279.95,63742500,258.23,-0.005223455799420851,258.73357142857145,254.2014
2018-07-31,2018,7,31,Tuesday,30,2018-30,280.81,282.02,280.38,281.33,68570500,259.51,0.004929203123585468,259.0285714285714,254.4084
2018-08-01,2018,8,1,Wednesday,30,2018-30,281.56,282.13,280.13,280.86,53853300,259.07,-0.0016704839076129296,259.12642857142856,254.56900000000002
2018-08-02,2018,8,2,Thursday,30,2018-30,279.39,282.58,279.16,282.39,63426400,260.48,0.005447669006194644,259.31071428571425,254.7718
2018-08-03,2018,8,3,Friday,30,2018-30,282.53,283.66,282.33,283.6,53935400,261.6,0.0042846602088251196,259.59142857142854,254.9832
2018-08-06,2018,8,6,Monday,31,2018-31,283.64,284.99,283.2,284.64,39400900,262.56,0.0036671131519347977,259.86642857142857,255.2242
2018-08-07,2018,8,7,Tuesday,31,2018-31,285.39,286.01,285.24,285.58,43196600,263.43,0.0033024651502346902,260.1642857142857,255.49439999999998
2018-08-08,2018,8,8,Wednesday,31,2018-31,285.39,285.91,284.94,285.46,42114600,263.32,-0.00042041310076268434,260.52428571428567,255.82
2018-08-09,2018,8,9,Thursday,31,2018-31,285.53,285.97,284.92,285.07,35717000,262.96,-0.001365961097808066,260.88,256.0724
2018-08-10,2018,8,10,Friday,31,2018-31,283.45,284.06,282.36,283.16,77076000,261.2,-0.006700229128269286,261.0757142857143,256.3202
2018-08-13,2018,8,13,Monday,32,2018-32,283.47,284.16,281.77,282.1,65732900,260.22,-0.0037430314722629587,261.10785714285714,256.49960000000004
2018-08-14,2018,8,14,Tuesday,32,2018-32,282.92,284.17,282.48,283.9,43842000,261.88,0.006380469489029927,261.1007142857143,256.6884
2018-08-15,2018,8,15,Wednesday,32,2018-32,282.38,282.54,280.16,281.78,102925400,259.92,-0.007467364439524671,260.9978571428572,256.8342
2018-08-16,2018,8,16,Thursday,32,2018-32,283.4,285.04,283.36,284.06,69967900,262.03,0.008091225117199174,261.17214285714283,256.98
2018-08-17,2018,8,17,Friday,32,2018-32,283.83,285.56,283.37,285.06,65618500,262.95,0.0035203647967247953,261.50928571428574,257.1448
2018-08-20,2018,8,20,Monday,33,2018-33,285.57,285.97,285.06,285.67,39807500,263.51,0.0021399055832524994,261.795,257.3058
2018-08-21,2018,8,21,Tuesday,33,2018-33,286.25,287.31,285.71,286.34,67272000,264.13,0.0023450711581842754,262.1564285714286,257.4724
2018-08-22,2018,8,22,Wednesday,33,2018-33,285.88,286.76,285.58,286.17,44993300,263.97,-0.0005934172967970719,262.4057142857143,257.6292
2018-08-23,2018,8,23,Thursday,33,2018-33,285.97,286.94,285.43,285.79,49204900,263.62,-0.0013277734482074477,262.55,257.79519999999997
2018-08-24,2018,8,24,Friday,33,2018-33,286.44,287.67,286.38,287.51,57487400,265.21,0.006018637390033721,262.73928571428576,257.9802
2018-08-27,2018,8,27,Monday,34,2018-34,288.86,289.9,288.68,289.78,57072400,267.3,0.007895101736701493,263.0157142857143,258.2136
2018-08-28,2018,8,28,Tuesday,34,2018-34,290.3,290.42,289.4,289.92,46943500,267.43,0.00048327787758695173,263.3092857142857,258.46
2018-08-29,2018,8,29,Wednesday,34,2018-34,290.16,291.74,289.89,291.48,61485500,268.87,0.0053807018899212355,263.7314285714286,258.7548
